subject,meta.duration,meta.os,meta.resolution,order,condition,sample,schema.type,exemplification,manip.check.1,manip.check.2,manip.check.1.correct.answer,manip.check.2.correct.answer,manip.check.1.checker,manip.check.2.checker,manip.check.sum,civ.instructions.time.1,civ.instructions.time.2,civ.instructions.time.3,hero.typical.prime.time.1,hero.typical.prime.roles,hero.typical.prime.looks,hero.typical.prime.behave,hero.typical.prime.characteristics,hero.typical.prime.time.2,anti.typical.prime.time.1,anti.typical.prime.roles,anti.typical.prime.looks,anti.typical.prime.behave,anti.typical.prime.characteristics,anti.typical.prime.time.2,hero.exemplar.prime.time.1,hero.exemplar.prime.name,hero.exemplar.prime.roles,hero.exemplar.prime.looks,hero.exemplar.prime.behave,hero.exemplar.prime.characteristics,hero.exemplar.prime.time.2,anti.exemplar.prime.time.1,anti.exemplar.prime.name,anti.exemplar.prime.roles,anti.exemplar.prime.looks,anti.exemplar.prime.behave,anti.exemplar.prime.characteristics,anti.exemplar.prime.time.2,hero.instructions.1,hero.instructions.2,hero.instructions.3,hero.instructions.4,hero.harm.warmup.time,hero.harm.warmup.choice,hero.harm.warmup.positive,hero.harm.warmup.negative,hero.harm.warmup.confident,hero.harm.shoves.time,hero.harm.shoves.choice,hero.harm.shoves.positive,hero.harm.shoves.negative,hero.harm.shoves.confident,hero.harm.baton.time,hero.harm.baton.choice,hero.harm.baton.positive,hero.harm.baton.negative,hero.harm.baton.confident,hero.harm.finger.time,hero.harm.finger.choice,hero.harm.finger.positive,hero.harm.finger.negative,hero.harm.finger.confident,hero.harm.stabs.time,hero.harm.stabs.choice,hero.harm.stabs.positive,hero.harm.stabs.negative,hero.harm.stabs.confident,hero.harm.teeth.time,hero.harm.teeth.choice,hero.harm.teeth.positive,hero.harm.teeth.negative,hero.harm.teeth.confident,hero.harm.scars.time,hero.harm.scars.choice,hero.harm.scars.positive,hero.harm.scars.negative,hero.harm.scars.confident,hero.harm.toe.time,hero.harm.toe.choice,hero.harm.toe.positive,hero.harm.toe.negative,hero.harm.toe.confident,hero.harm.paralyze.time,hero.harm.paralyze.choice,hero.harm.paralyze.positive,hero.harm.paralyze.negative,hero.harm.paralyze.confident,hero.harm.blinds.time,hero.harm.blinds.choice,hero.harm.blinds.positive,hero.harm.blinds.negative,hero.harm.blinds.confident,hero.harm.kills.time,hero.harm.kills.choice,hero.harm.kills.positive,hero.harm.kills.negative,hero.harm.kills.confident,hero.harm.torkill.time,hero.harm.torkill.choice,hero.harm.torkill.positive,hero.harm.torkill.negative,hero.harm.torkill.confident,hero.harm.boils.time,hero.harm.boils.choice,hero.harm.boils.positive,hero.harm.boils.negative,hero.harm.boils.confident,civ.instructions.2.time.1,civ.instructions.2.time.2,civ.instructions.2.time.3,civ.warmup.time.wrongmeasure,civ.warmup.choice,civ.warmup.positive,civ.warmup.negative,civ.warmup.confident,civ.harm.shoves.time,civ.harm.shoves.choice,civ.harm.shoves.positive,civ.harm.shoves.negative,civ.harm.shoves.confident,civ.harm.baton.time,civ.harm.baton.choice,civ.harm.baton.positive,civ.harm.baton.negative,civ.harm.baton.confident,civ.harm.finger.time,civ.harm.finger.choice,civ.harm.finger.positive,civ.harm.finger.negative,civ.harm.finger.confident,civ.harm.stabs.time,civ.harm.stabs.choice,civ.harm.stabs.positive,civ.harm.stabs.negative,civ.harm.stabs.confident,civ.harm.teeth.time,civ.harm.teeth.choice,civ.harm.teeth.positive,civ.harm.teeth.negative,civ.harm.teeth.confident,civ.harm.scars.time,civ.harm.scars.choice,civ.harm.scars.positive,civ.harm.scars.negative,civ.harm.scars.confident,civ.harm.toe.time,civ.harm.toe.choice,civ.harm.toe.positive,civ.harm.toe.negative,civ.harm.toe.confident,civ.harm.paralyze.time,civ.harm.paralyze.choice,civ.harm.paralyze.positive,civ.harm.paralyze.negative,civ.harm.paralyze.confident,civ.harm.blinds.time,civ.harm.blinds.choice,civ.harm.blinds.positive,civ.harm.blinds.negative,civ.harm.blinds.confident,civ.harm.kills.time,civ.harm.kills.choice,civ.harm.kills.positive,civ.harm.kills.negative,civ.harm.kills.confident,civ.harm.torkill.time,civ.harm.torkill.choice,civ.harm.torkill.positive,civ.harm.torkill.negative,civ.harm.torkill.confident,civ.harm.boils.time,civ.harm.boils.choice,civ.harm.boils.positive,civ.harm.boils.negative,civ.harm.boils.confident,order.shoves.1,order.baton.1,order.finger.1,order.stabs.1,order.teeth.1,order.scars.1,order.toe.1,order.paralyze.1,order.blinds.1,order.kills.1,order.torkills.1,order.boils.1,order.shoves.2,order.baton.2,order.finger.2,order.stabs.2,order.teeth.2,order.scars.2,order.toe.2,order.paralyze.2,order.blinds.2,order.kills.2,order.torkills.2,order.boils.2,attn.check,attn.check.adjusted,exposure.shoves,exposure.baton,exposure.finger,exposure.stabs,exposure.teeth,exposure.scars,exposure.toe,exposure.paralyze,exposure.blinds,exposure.kills,exposure.torkills,exposure.boils,demo.age,demo.gender,demo.gender.code,demo.race,demo.race.code,demo.race.code.binary,comments,filter_$,manip.check.1.recode,manip.check.2.recode,civilian.instructions.1.avg,civilian.instructions.2.avg,civilian.instructions.3.avg,order.shoves,order.baton,order.finger,order.stabs,order.teeth,order.scars,order.toe,order.paralyze,order.blinds,order.kills,order.torkills,order.boils,hero.harm.shoves.time.clean,hero.harm.baton.time.clean,hero.harm.finger.time.clean,hero.harm.stabs.time.clean,hero.harm.teeth.time.clean,hero.harm.scars.time.clean,hero.harm.toe.time.clean,hero.harm.paralyze.time.clean,hero.harm.blinds.time.clean,hero.harm.kills.time.clean,hero.harm.boils.time.clean,civ.harm.shoves.time.clean,civ.harm.baton.time.clean,civ.harm.finger.time.clean,civ.harm.stabs.time.clean,civ.harm.teeth.time.clean,civ.harm.scars.time.clean,civ.harm.toe.time.clean,civ.harm.paralyze.time.clean,civ.harm.blinds.time.clean,civ.harm.kills.time.clean,civ.harm.boils.time.clean,hero.harm.torkill.time.clean,civ.harm.torkill.time.clean,time.global.avg,time.clean.global.avg,hero.harm.shoves.choice.gmr,hero.harm.shoves.positive.gmr,hero.harm.shoves.negative.gmr,hero.harm.shoves.confident.gmr,hero.harm.baton.choice.gmr,hero.harm.baton.positive.gmr,hero.harm.baton.negative.gmr,hero.harm.baton.confident.gmr,hero.harm.finger.choice.gmr,hero.harm.finger.positive.gmr,hero.harm.finger.negative.gmr,hero.harm.finger.confident.gmr,hero.harm.stabs.choice.gmr,hero.harm.stabs.positive.gmr,hero.harm.stabs.negative.gmr,hero.harm.stabs.confident.gmr,hero.harm.teeth.choice.gmr,hero.harm.teeth.positive.gmr,hero.harm.teeth.negative.gmr,hero.harm.teeth.confident.gmr,hero.harm.scars.choice.gmr,hero.harm.scars.positive.gmr,hero.harm.scars.negative.gmr,hero.harm.scars.confident.gmr,hero.harm.toe.choice.gmr,hero.harm.toe.positive.gmr,hero.harm.toe.negative.gmr,hero.harm.toe.confident.gmr,hero.harm.paralyze.choice.gmr,hero.harm.paralyze.positive.gmr,hero.harm.paralyze.negative.gmr,hero.harm.paralyze.confident.gmr,hero.harm.blinds.choice.gmr,hero.harm.blinds.positive.gmr,hero.harm.blinds.negative.gmr,hero.harm.blinds.confident.gmr,hero.harm.kills.choice.gmr,hero.harm.kills.positive.gmr,hero.harm.kills.negative.gmr,hero.harm.kills.confident.gmr,hero.harm.torkill.choice.gmr,hero.harm.torkill.positive.gmr,hero.harm.torkill.negative.gmr,hero.harm.torkill.confident.gmr,hero.harm.boils.choice.gmr,hero.harm.boils.positive.gmr,hero.harm.boils.negative.gmr,hero.harm.boils.confident.gmr,civ.harm.shoves.choice.gmr,civ.harm.shoves.positive.gmr,civ.harm.shoves.negative.gmr,civ.harm.shoves.confident.gmr,civ.harm.baton.choice.gmr,civ.harm.baton.positive.gmr,civ.harm.baton.negative.gmr,civ.harm.baton.confident.gmr,civ.harm.finger.choice.gmr,civ.harm.finger.positive.gmr,civ.harm.finger.negative.gmr,civ.harm.finger.confident.gmr,civ.harm.stabs.choice.gmr,civ.harm.stabs.positive.gmr,civ.harm.stabs.negative.gmr,civ.harm.stabs.confident.gmr,civ.harm.teeth.choice.gmr,civ.harm.teeth.positive.gmr,civ.harm.teeth.negative.gmr,civ.harm.teeth.confident.gmr,civ.harm.scars.choice.gmr,civ.harm.scars.positive.gmr,civ.harm.scars.negative.gmr,civ.harm.scars.confident.gmr,civ.harm.toe.choice.gmr,civ.harm.toe.positive.gmr,civ.harm.toe.negative.gmr,civ.harm.toe.confident.gmr,civ.harm.paralyze.choice.gmr,civ.harm.paralyze.positive.gmr,civ.harm.paralyze.negative.gmr,civ.harm.paralyze.confident.gmr,civ.harm.blinds.choice.gmr,civ.harm.blinds.positive.gmr,civ.harm.blinds.negative.gmr,civ.harm.blinds.confident.gmr,civ.harm.kills.choice.gmr,civ.harm.kills.positive.gmr,civ.harm.kills.negative.gmr,civ.harm.kills.confident.gmr,civ.harm.torkill.choice.gmr,civ.harm.torkill.positive.gmr,civ.harm.torkill.negative.gmr,civ.harm.torkill.confident.gmr,civ.harm.boils.choice.gmr,civ.harm.boils.positive.gmr,civ.harm.boils.negative.gmr,civ.harm.boils.confident.gmr,harm1,fair1,loyal1,authority1,purity1,harm2,fair2,loyal2,authority2,purity2,harm3,fair3,loyal3,authority3,purity3,harm4,fair4,loyal4,authority4,purity4,harm5,fair5,loyal5,authority5,purity5,harm6,fair6,loyal6,authority6,purity6,MFQ.Harm,MFQ.Fair,MFQ.Loyal,MFQ.Authority,MFQ.Purity,MFQ.Harm.Split,MFQ.Fair.Split,MFQ.Loyal.Split,MFQ.Authority.Split,MFQ.Purity.Split,Harm_Salience,Fairness_Salience,Loyalty_Salience,Authority_Salience,Purity_Salience,shoves.choice,baton.choice,finger.choice,scars.choice,stabs.choice,toe.choice,teeth.choice,paralyze.choice,blinds.choice,kills.choice,torkill.choice,boils.choice
1015,1045,Windows NT 10.0,1707x960,1,3,2,1,2,5,1,5,3,1,1,2,9.02,5.78,7.125, , , , , , , , , , , , ,5.076,Wonder woman,She is very strong and powerful and she fights for good cause,"She is young, beautiful, strong woman","She is noble,  has feminist tendencies, composed, calculated","strong, powerful, noble,smart",1.373, , , , , , , ,1.3,1.067,.782,1.4,2.423,1,5,1,4,1.59,1,5,1,5,1.928,1,5,1,5,2.737,1,5,1,5,2.09,1,5,1,5,1.801,1,5,1,5,2.147,1,5,1,5,1.412,1,5,1,5,2.624,1,5,1,5,2.94,1,5,1,5,1.43,1,4,2,4,1.764,1,4,2,4,4.004,1,4,2,4, , , ,17.292,1,4,2,4,3.724,1,5,1,5,3.957,1,5,1,5,2.874,1,5,1,5,3.801,1,5,1,5,3.169,1,5,1,5,7.361,1,5,1,5,2.339,1,5,1,5,3.648,1,5,1,5,4.096,1,5,1,5,8,1,4,2,4,6.001,2,4,2,4,14.677,2,1,5,2, ,1,2,5,3, , , ,4, , ,6,1, , , , ,3,2,4, ,5,6, , ,0,3,3,2,2,2,2,2,2,2,2,1,1,30,Female,2,White,1,1, ,1,5,3,9.02,5.78,7.125,1,1,2,5,3,3,2,4,4,5,6,6,1.59,1.928,2.737,2.09,1.801,2.147,1.412,2.624,2.94,1.43,4.004,3.724,3.957,2.874,3.801,3.169,7.361,2.339,3.648,4.096,8,14.677,1.764,6.001,3.75475,3.75475,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,4,2,4,1,4,2,4,1,4,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,4,2,4,2,4,2,4,2,1,5,2,6,6,5,5,5,6,5,6,5,5,6,6,5,6,5,6,6,6,6,5,6,6,5,2,5,6,3,5,5,5,6,5.33333333333333,5.33333333333333,4.83333333333333,5,3,3,3,3,3,High,High,High,High,High,1,1,1,1,1,1,1,1,1,1,1.5,1.5
1119,1306,Windows NT 10.0,1280x800,2,2,2,2,1,4,5,2,5,1,1,2, , , , , , , , , ,1.268,I think there are a lot of superheroes like this. They will commit acts of violence in defense of what is right. Anti-heroes take it a step further and break the law or even kill for the greater good.,"Pragmatic heroes typically look bright, colorful, and positive. Anti-heroes usually look darker, or more edgy.",As I stated before Pragmatic heroes will beat up the bad guy to save the day. Anti-heroes will even kill or commit crime as long as the end result is positive.,"Pragmatic heroes: Optimistic, protective, reactive, determined
Anti-heroes: Brutal, unlimited, proactive, single-minded",5.577, , , , , , , , , , , , , , ,1.979,5.23,3.13,1.54,3.34,1,5,1,5,1.658,1,5,1,5,5.451,1,5,1,5,4.416,1,5,1,5,2.105,1,3,3,5,1.875,3,3,3,5,2.843,2,3,3,5,2.899,1,3,3,5,4.468,2,3,3,5,2.284,3,3,3,5,1.298,3,3,3,5,1.299,3,3,3,5,11.2,3,3,3,5,1.627,4.735,2.288,190.822,1,5,1,5,1.387,1,5,1,5,2.016,1,5,1,5,11.1,1,5,1,5,5.693,1,5,1,5,1.813,3,3,3,5,2.883,2,3,3,5,3.356,1,5,1,5,11.768,3,3,3,5,1.176,3,3,3,5,1.335,3,3,3,5,17.364,3,3,3,5,4.045,3,3,3,5, ,1, ,2, , , , ,3,5,6,4,1, ,2, ,6,4,3,5, , , , , ,0,3,3,3,3,1,1,3,3,2,2,1,1,36,male,1,White/Caucasian,1,1,"To specify on the questions where I ranked how positively I felt about my decisions: I wasn't sure if you were asking if I felt positively about the action or positively about my decision (which is very hard to gauge. Just because I feel that something is permissible, it's difficult to say whether I feel it is a positive or negative thing. These are complex issues). Also, you kept using the term hero and anti-hero back and forth, but the original definition was for anti-hero, so I based my first set of answers on that. However, it was unclear whether it was more of a question whether an anti-hero would do the things that were asked, or if it was somehow more acceptable for an anti-hero to do these things than the average person. In both cases, my judgments of right and wrong were pretty consistent. Hope this helps.",1,2,5,1.627,4.735,2.288,1,1,2,2,6,4,3,5,3,5,6,4,1.658,5.451,4.416,2.105,1.875,2.843,2.899,4.468,2.284,1.298,11.2,1.387,2.016,11.1,5.693,1.813,2.883,3.356,11.768,1.176,1.335,4.045,1.299,17.364,4.4055,4.4055,1,5,1,5,1,5,1,5,1,5,1,5,1,3,3,5,3,3,3,5,2,3,3,5,1,3,3,5,2,3,3,5,3,3,3,5,3,3,3,5,3,3,3,5,3,3,3,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,3,3,3,5,2,3,3,5,1,5,1,5,3,3,3,5,3,3,3,5,3,3,3,5,3,3,3,5,3,3,3,5,6,6,2,2,1,6,4,5,2,1,6,6,4,4,2,6,6,5,4,2,6,6,4,1,1,6,1,2,4,2,6,4.83333333333333,3.66666666666667,2.83333333333333,1.5,3,2,2,2,1,High,Moderate,Moderate,Moderate,Low,1,1,1,2,1,1,3,2.5,3,3,3,3
1155,1623,Windows NT 6.1,1600x900,1,1,2,1,1,5,3,5,1,1,1,2,120.873,38.983,6.525,1.705,"A typical role is super heros that save the day  and capture the bad guys.  Other roles could be parents, teachers, police, firefighters, etc. , these can all be classified as heroes.",Typical heroes wear costumes that conceal their true identity so no one knows its them.,Typical heroes are usually average by day and then become heroes.  They tend to behave in the best interest of everyone.,"Happy, Selfless, Trustworthy, Friendly, and Kind",1.104, , , , , , , , , , , , , , , , , , , , ,1.428,1.081,4.908,1.657,20.062,1,5,1,5,1.579,1,5,1,5,1.533,1,5,1,5,1.866,1,5,1,5,3.594,1,5,1,5,3.059,3,5,1,5,2.482,3,5,1,5,2.001,1,5,1,5,1.996,3,5,1,5,2.663,3,5,1,5,1.567,3,5,1,5,1.3,3,5,1,5,1.637,3,5,1,5, , , ,14.849,1,5,1,5,1.862,1,5,1,5,5.382,1,5,1,5,1.229,1,5,1,5,4.312,1,5,1,5,3.006,1,5,1,5,3.277,1,5,1,5,.945,1,5,1,5,1.09,1,5,1,5,230.172,1,5,1,5,1.121,1,5,1,5,5.354,1,5,1,5,2.209,1,5,1,5, ,1, , , ,2, ,4,3,6, ,5,1, ,2,5,4, ,3, , , ,6, , ,0,1,1,1,1,1,1,1,1,1,1,1,1,32,female,2,white,1,1, ,1,5,1,120.873,38.983,6.525,1,1,2,5,4,2,3,4,3,6,6,5,1.579,1.533,1.866,3.594,3.059,2.482,2.001,1.996,2.663,1.567,1.637,1.862,5.382,1.229,4.312,3.006,3.277,.945,1.09,18.75,1.121,2.209,1.3,5.354,11.8848333333333,3.24475,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,3,5,1,5,3,5,1,5,1,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,3,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,High,High,High,High,High,1,1,1,2,1,1,2,2,2,2,2,2
1177,748,Windows NT 6.1,1600x900,2,4,2,2,2,2,5,4,5,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,5.342,Robin Hood,"He steals from the rich, and gives what he steals to the poor. And he also steals from immoral people.","I've only seen the Disney version, so he was portrayed as a fox.","He is a little sly and sneaky, but also generous.","Sly, giving, adventurous, determined, generous,",5.562,4.598,5.343,5.077,8.063,3.443,1,5,1,5,1.997,1,5,1,5,2.716,1,5,1,5,2.783,1,2,4,3,3.039,1,5,2,4,8.976,1,1,4,3,2.424,1,5,1,5,1.729,1,5,3,4,3.977,1,4,2,4,2.117,1,4,3,4,3.238,2,3,3,3,2.043,3,5,1,4,7.717,3,2,4,2,2.744,1.22,1.907,3.026,1,5,1,5,1.434,1,5,1,5,1.753,1,5,1,5,1.255,1,4,2,4,1.412,1,5,2,4,6.138,1,2,4,2,1.43,1,5,2,4,1.43,1,5,1,5,2.073,1,4,2,3,2.829,1,4,2,4,2.103,2,3,3,3,2.092,3,2,4,4,1.456,3,3,3,2, , ,1,4,5,3,2, , ,6, , ,1,2, , , , , ,3,4, ,6,5, ,0,1,1,1,1,1,1,1,1,1,1,1,1,23,female,2,white,1,1,no,1,4,5,2.744,1.22,1.907,1,2,1,4,5,3,2,3,4,6,6,5,1.997,2.716,2.783,3.039,8.976,2.424,1.729,3.977,2.117,3.238,7.717,1.434,1.753,1.255,1.412,6.138,1.43,1.43,2.073,2.829,2.103,1.456,2.043,2.092,2.84004166666667,2.84004166666667,1,5,1,5,1,5,1,5,1,2,4,3,1,5,2,4,1,1,4,3,1,5,1,5,1,5,3,4,1,4,2,4,1,4,3,4,2,3,3,3,3,5,1,4,3,2,4,2,1,5,1,5,1,5,1,5,1,4,2,4,1,5,2,4,1,2,4,2,1,5,2,4,1,5,1,5,1,4,2,3,1,4,2,4,2,3,3,3,3,2,4,4,3,3,3,2,6,6,3,6,6,6,4,4,2,6,6,6,4,1,6,6,6,4,6,6,6,6,3,1,6,6,1,3,6,6,6,4.83333333333333,3.5,3.66666666666667,6,3,2,2,2,3,High,Moderate,Moderate,Moderate,High,1,1,1,1,1,1,1,1,1,2,3,3
1234,2281,Windows NT 6.1,1360x768,1,1,2,1,1,5,3,5,1,1,1,2,1.412,181.456,2.257,1.533,"A hero typically seems like a role model, someone to put on a pedestal, who acts in a positive or highly praised way to protect and save.","A hero can look like anybody, from a regular person with normal clothing to a costumed superhero, a hero does not have one typical look.","A hero typically acts in altruistic manner, putting the life or well-being of others before themselves, and in return is always looked upon with awe.","Selfless, strong-willed, confident, strong",1.93, , , , , , , , , , , , , , , , , , , , ,1.527,1.3,1.336,1.362,6.208,2,3,3,3,4.661,1,4,2,4,2.247,3,1,5,5,1.37,3,1,5,5,1.2,3,1,5,5,1.688,3,3,4,3,1.744,3,1,5,5,.721,3,1,5,5,1.319,3,1,5,5,1.307,3,1,5,5,1.887,3,1,5,5,1.329,3,1,5,5,1.572,3,1,5,5, , , ,9.03,1,4,2,4,4.311,1,5,1,5,3.21,2,3,3,3,2.174,3,2,5,5,2.807,3,1,5,3,6.2,1,4,2,4,6.943,2,3,3,3,1.785,3,1,5,5,4.305,3,1,5,5,16.947,2,3,3,3,3.307,3,1,5,5,7.179,3,1,5,5,1.551,3,1,5,5,1,3,5, ,2,4, , ,6, , , , , , ,1, , ,3,2, ,4,5,6, ,0,3,2,2,2,2,2,1,2,2,2,1,1,29,Male,1,Caucasian,1,1,N/A,1,5,1,1.412,181.456,2.257,1,3,5,1,2,4,3,2,6,4,5,6,4.661,2.247,1.37,1.2,1.688,1.744,.721,1.319,1.307,1.887,1.572,4.311,3.21,2.174,2.807,6.2,6.943,1.785,4.305,16.947,3.307,1.551,1.329,7.179,3.40683333333333,3.40683333333333,1,4,2,4,3,1,5,5,3,1,5,5,3,1,5,5,3,3,4,3,3,1,5,5,3,1,5,5,3,1,5,5,3,1,5,5,3,1,5,5,3,1,5,5,3,1,5,5,1,5,1,5,2,3,3,3,3,2,5,5,3,1,5,3,1,4,2,4,2,3,3,3,3,1,5,5,3,1,5,5,2,3,3,3,3,1,5,5,3,1,5,5,3,1,5,5,6,6,2,3,6,6,5,5,1,5,6,6,6,5,1,6,6,2,2,6,6,6,2,1,5,6,5,1,2,1,6,5.66666666666667,3,2.33333333333333,4,3,3,2,1,2,High,High,Moderate,Low,Moderate,1,2.5,3,2.5,3,3,2,3,2.5,3,3,3
2027,995,Windows NT 10.0,1366x768,2,4,2,2,2,2,5,4,5,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,3.837,The Green Arrow,"The Green Arrow is a fictional character from a television series. His mission is to fight to save his city from destruction and harm by evil characters within the story. He works for the greater good, although this sometimes means innocent people are harmed in the process. He does his best to avoid bad outcomes for good people.","This character looks like a man in his late twenties to early thirties. He is fit, trim, and strong. He wears a costume consisting of a green hood and carries a bow and arrow.",This character behaves like a hero in this series. He is selfless and sacrifices his safety and well-being to protect others from harm. He is moral and always tries to do the right thing although sometimes he is self blaming and takes on too much responsibility for other people's actions.,1) brave
2) selfless
3) passionate
4) driven
5) vengeful,3.942,5.008,5.106,17.484,7.035,3.116,1,5,1,5,1.757,1,5,1,5,2.2,1,5,1,5,2.959,1,3,3,5,2.792,1,2,3,4,9.976,1,2,4,3,2.298,1,5,1,5,3.388,1,3,2,4,4.163,1,2,4,4,30.721,1,3,4,3,1.896,3,3,3,3,2.018,3,5,1,5,2.329,3,5,1,5,1.736,1.53,1.251,1.642,1,5,1,5,23.585,1,5,1,5,1.386,1,5,1,5,2.375,1,4,2,5,1.688,1,3,3,4,2.376,1,2,4,4,1.379,1,5,1,5,2.503,1,3,3,4,2.119,1,2,3,3,1.574,1,2,4,3,1.266,3,5,1,5,1.412,3,5,1,5,1.321,3,5,1,5,1,2,3, , ,4,5, , ,6, , , , , ,1,2, , ,3,4, ,5,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,35,female,2,white,1,1,No,1,4,5,1.736,1.53,1.251,1,2,3,1,2,4,5,3,4,6,5,6,1.757,2.2,2.959,2.792,9.976,2.298,3.388,4.163,18.75,1.896,2.329,18.75,1.386,2.375,1.688,2.376,1.379,2.503,2.119,1.574,1.266,1.321,2.018,1.412,4.56170833333333,4.19979166666667,1,5,1,5,1,5,1,5,1,3,3,5,1,2,3,4,1,2,4,3,1,5,1,5,1,3,2,4,1,2,4,4,1,3,4,3,3,3,3,3,3,5,1,5,3,5,1,5,1,5,1,5,1,5,1,5,1,4,2,5,1,3,3,4,1,2,4,4,1,5,1,5,1,3,3,4,1,2,3,3,1,2,4,3,3,5,1,5,3,5,1,5,3,5,1,5,6,6,1,1,1,6,6,2,1,1,6,6,1,1,1,6,6,2,4,1,6,5,5,1,1,6,5,3,1,1,6,5.66666666666667,2.33333333333333,1.5,1,3,3,2,1,1,High,High,Moderate,Low,Low,1,1,1,1,1,1,1,1,1,3,3,3
