time.seconds,meta.browser,meta.OS,meta.resolution,sample,subject,condition,condition.sample,time.instructions1,time.instructions2,time.instructions3,warmup.time,threatens.time,shoves.time,slaps.time,pepper.time,hose.time,hurts.time,baton.time,taser.time,knocks.time,beatup.time,gas.time,rubber.time,finger.time,chokes.time,prod.time,burns.time,legs.time,stabs.time,shoots.time,torture.time,blinds.time,paralyze.time,kills.time,torkill.time,warmup.answer,threatens.answer,shoves.answer,slaps.answer,pepper.answer,hose.answer,hurts.answer,baton.answer,taser.answer,knocks.answer,beatup.answer,gas.answer,rubber.answer,finger.answer,chokes.answer,prod.answer,burns.answer,legs.answer,stabs.answer,shoots.answer,torture.answer,blinds.answer,paralyze.answer,kills.answer,torkill.answer,warmup.positive,threatens.positive,shoves.positive,slaps.positive,pepper.positive,hose.positive,hurts.positive,baton.positive,taser.positive,knocks.positive,beatup.positive,gas.positive,rubber.positive,finger.positive,chokes.positive,prod.positive,burns.positive,legs.positive,stabs.positive,shoots.positive,torture.positive,blinds.positive,paralyze.positive,kills.positive,torkill.positive,warmup.negative,threatens.negative,shoves.negative,slaps.negative,pepper.negative,hose.negative,hurts.negative,baton.negative,taser.negative,knocks.negative,beatup.negative,gas.negative,rubber.negative,finger.negative,chokes.negative,prod.negative,burns.negative,legs.negative,stabs.negative,shoots.negative,torture.negative,blinds.negative,paralyze.negative,kills.negative,torkill.negative,warmup.confidence,threatens.confidence,shoves.confidence,slaps.confidence,pepper.confidence,hose.confidence,hurts.confidence,baton.condifence,taser.confidence,knocks.confidence,beatup.confidence,gas.confidence,rubber.confidence,finger.confidence,chokes.confidence,prod.confidence,burns.confidence,legs.confidence,stabs.confidence,shoots.confidence,torture.confidence,blinds.confidence,paralyze.confidence,kills.confidence,torkill.confidence,order.threat,order.shove,order.hose,order.taser,order.pepper,order.tear,order.slap,order.hurt,order.baton,order.rubber,order.beats,order.knocks,order.choke,order.prod,order.stab,order.finger,order.shoots,order.burns,order.legs,order.blinds,order.paralyze,order.torture,order.kill,order.torturekill,md.MoralJustification,md.EuphemisticLabel,md.AdvComparison,md.DisplaceResp,md.DiffusionRes,md.DistortConseq,md.AttributeBlame,md.Dehumanization,md.Index,demo.age,demo.age.thirds,demo.gender,demo.gender.code,demo.race,demo.race.code,demo.race.binary,comments,attn.check.1,attn.check.2,attn.check.sum,md.moraljustification.split,md.dispresp.split,md.distortconseq.split,md.dehumanization.split,md.euphamistic.split,md.advcompare.split,md.diffusionresp.split,md.attribute.blame.split,md.index.split,filter_$,warmup.time.clean,threatens.time.clean,shoves.time.clean,slaps.time.clean,pepper.time.clean,hose.time.clean,hurts.time.clean,baton.time.clean,taser.time.clean,knocks.time.clean,beatup.time.clean,gas.time.clean,rubber.time.clean,finger.time.clean,chokes.time.clean,prod.time.clean,burns.time.clean,legs.time.clean,stabs.time.clean,shoots.time.clean,torture.time.clean,blinds.time.clean,paralyze.time.clean,kills.time.clean,torkill.time.clean,time.global.avg,time.clean.global.avg,harm1,harm2,harm3,harm4,harm5,harm6,fair1,fair2,fair3,fair4,fair5,fair6,loyal1,loyal2,loyal3,loyal4,loyal5,loyal6,authority1,authority2,authority3,authority4,authority5,authority6,purity1,purity2,purity3,purity4,purity5,purity6,MFQ.Harm,MFQ.Fair,MFQ.Loyal,MFQ.Authority,MFQ.Purity,MFQ.Harm.Split,MFQ.Fair.Split,MFQ.Loyal.Split,MFQ.Authority.Split,MFQ.Purity.Split,Harm_Salience,Fairness_Salience,Loyalty_Salience,Authority_Salience,Purity_Salience
2273,Chrome,Windows NT 6.1,1366x768,1,161,2,2,26.47,19.67,24.42,6.94,41.55,2.87,8.84,6.21,1.78,1.23,.75,4.25,23.41,8.58,6.71,10.31,27.18,15.74,2.64,17.9,9.14,8.93,11.7,20.42,16.17,3.91,14.4,8.87,1,1,1,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,1,1,3,1,3,2,4,5,4,3,2,5,3,6,4,4,5,6,5,6,6,1.75,1,1,1,1,1.75,1,1,1.1875,55,3,male,1,white,12,2,ty, , ,0,1,1,2,1,1,1,1,1,1,1,6.94,33.48,2.87,8.84,6.21,1.78,1.23,.75,4.25,23.41,8.58,6.71,10.31,27.18,15.74,2.64,17.9,9.14,8.93,11.7,20.42,16.17,3.91,14.4,8.87,11.3954166666667,11.0591666666667,6,6,6,6,1,2,6,6,6,6,6,3,4,6,5,5,5,3,6,4,5,6,6,1,6,5,6,5,6,6,4.5,5.5,4.66666666666667,4.66666666666667,5.66666666666667,2,3,3,3,3,Moderate,High,High,High,High
1461,Chrome,Linux x86_64,1280x1024,1,235,1,1,28.5,33.2,91.87,9.26,13.45,6.58,16.12,5.47,7.03,10.71,7,23.44,14.61,5.53,2.91,6.33,7.94,75.38,5.69,4.87,6.54,12.62,7.65,4.53,6.63,20.66,3.09,28.67,1,1,1,1,1,3,1,3,3,1,1,3,3,3,3,3,3,3,1,1,3,3,3,1,3,1,2,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,2,4,5,5,5,5,5,7,4,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,2,1,1,1,1,1,2,2,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,2,4,5,5,5,4,5,1,3,1,2,1,4,2,1,2,4,2,3,3,6,3,5,4,5,5,6,4,5,6,6,2,1.25,1,1.5,1.25,2,2,1.25,1.53125,49,3,female,2,white,12,2,Thank you, , ,0,1,1,3,1,1,1,1,2,1,1,9.26,13.45,6.58,16.12,5.47,7.03,10.71,7,23.44,14.61,5.53,2.91,6.33,7.94,33.48,5.69,4.87,6.54,12.62,7.65,4.53,6.63,20.66,3.09,28.67,12.64375,10.8979166666667,6,6,6,6,6,5,3,5,3,6,6,5,3,2,5,6,5,4,6,3,4,6,6,6,4,6,5,6,6,6,5.83333333333333,4.66666666666667,4.16666666666667,5.16666666666667,5.5,3,2,2,3,3,High,Moderate,Moderate,High,High
1540,Chrome,Windows NT 10.0,1364x768,1,123,2,2,9.84,18.37,6.58,0,1.57,1.38,26.15,26.13,7.26,0,9.59,3.9,9.43,2.92,2.09,0,90.35,0,1.81,1.6,11.22,2.55,15.88,4.73,2.91,1.51,115.92,20.09, ,1,1,1,1,1,1,1, ,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,5,5,5,5,4,5,3,5,5,5,4,5,5,5,5, ,4,5,5,5,4,1,2,2,3,1,1,2,6,3,5,4,5,4,1,6,3,5,2,6,6,4,5,3,4.25,4.75,4.25,4.75,4.25,4.25,4.5,4.75,4.46875,30,2,MALE,1,HISPANIC,4,1,GOOD, ,5,1,3,3,3,3,3,3,3,3,3,1,0,1.57,1.38,26.15,26.13,7.26,0,9.59,3.9,9.43,2.92,2.09,0,33.48,0,1.81,1.6,11.22,2.55,15.88,4.73,2.91,1.51,33.48,20.09,14.9579166666667,9.15333333333333,6,6,4,5,6,6,6,5,5,5,5,6,6,5,6,6,6,5,5,5,5,5,4,6,6,5,6,5,6,5,5.5,5.33333333333333,5.66666666666667,5,5.5,3,3,3,3,3,High,High,High,High,High
2026,Chrome,Windows NT 10.0,1536x864,1,135,2,2,117.29,47.38,3.59,6.52,4.94,1.03,5.69,4.97,21.37,1.04,4.5,69.93,1.31,2.98,1.61,15.5,11.15,2.71,3.24,5.85,3.62,.89,.76,5.17,.85,114.24,60.12,120.73,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,4,5,3,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,1,1,3,3,3,4,2,5,3,2,1,1,4,5,4,5,2,2,5,4,6,6,6,6,2,1.75,1,2,1,2,3,1,1.71875,27,2,male,1,hispanic,4,1,God bless and good luck! All clear., , ,0,1,2,3,1,1,1,1,3,1,1,6.52,4.94,1.03,5.69,4.97,21.37,1.04,4.5,33.48,1.31,2.98,1.61,15.5,11.15,2.71,3.24,5.85,3.62,.89,.76,5.17,.85,33.48,33.48,33.48,19.3416666666667,9.7125,6,6,6,6,6,6,6,6,6,6,6,1,3,6,6,2,6,1,6,3,5,6,6,4,6,6,6,6,3,6,6,5.16666666666667,4,5,5.5,3,2,2,3,3,High,Moderate,Moderate,High,High
1735,Chrome,Windows NT 10.0,1366x768,2,540,1,3,8.32,7.16,43.49,33.78,4.64,2.85,6.42,5.09,3.87,3.67,7.07,5.44,10.42,4,3.55,6.98,13.51,7.46,5.45,8.21,15.47,29.35,4.21,3.36,17.14,2.22,3.23,2.52,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,3,3,3,3,4,5,5,5,5,4,4,4,4,4,4,4,5,4,3,5,2,4,4,5,4,3,4,5,5,2,1,1,1,2,2,1,2,1,2,1,1,3,2,3,2,4,4,4,1,3,3,2,1,3,4,4,5,5,4,4,5,4,5,4,4,4,5,4,3,4,2,3,3,5,3,4,3,5,1,2,3,5,2,3,1,1,2,4,1,3,4,6,3,2,4,5,5,4,6,5,6,6,2.5,1.5,1.5,2.5,3.25,1.5,2.25,2.25,2.15625,20,1,female,2,White,12,2, , , ,0,2,3,2,3,1,2,3,2,2,1,33.48,4.64,2.85,6.42,5.09,3.87,3.67,7.07,5.44,10.42,4,3.55,6.98,13.51,7.46,5.45,8.21,15.47,29.35,4.21,3.36,17.14,2.22,3.23,2.52,7.33875,7.33875,5,5,6,6,4,5,4,3,3,5,5,3,4,3,2,5,5,5,5,2,6,6,6,4,5,6,4,6,6,6,5.16666666666667,3.83333333333333,4,4.83333333333333,5.5,2,2,2,3,3,Moderate,Moderate,Moderate,High,High
646,Safari,Macintosh,1280x800,2,548,1,3,1.56,3.12,3.72,8.03,1.97,.94,1.14,1.44,1.64,1.7,3.18,2.04,.96,1.01,3.25,2.41,1.01,1.54,2.11,1.73,12.62,2.89,1.45,3.57,1.4,.99,5.45,2.33,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,3,3,1,3,7,5,5,5,5,5,4,5,5,5,5,4,5,5,5,3,4,3,3,4,3,5,5,4,5,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,3,2,2,2,2,3,2,1,2,1,7,5,5,5,5,5,4,5,5,5,5,3,5,5,5,2,4,4,3,3,3,4,5,4,5,1,1,4,2,2,6,2,4,3,1,5,1,4,5,4,3,3,3,2,6,6,5,6,5,2.5,2,1,1,2.25,1.75,1.25,1,1.59375,19,1,female,2,caucasian,12,2, , , ,0,2,1,2,1,2,1,2,1,1,1,8.03,1.97,.94,1.14,1.44,1.64,1.7,3.18,2.04,.96,1.01,3.25,2.41,1.01,1.54,2.11,1.73,12.62,2.89,1.45,3.57,1.4,.99,5.45,2.33,2.44875,2.44875,5,6,6,6,4,5,2,4,4,5,4,1,3,1,2,5,5,4,2,2,5,6,1,6,6,6,5,6,6,4,5.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,5.5,3,1,2,2,3,High,Low,Moderate,Moderate,High
1310,Chrome,Windows NT 6.1,1536x864,1,112,1,1,24.73,10.2,5.44,7.66,3.75,4.91,1.96,2.4,2.89,4.67,7.67,2.26,3.23,2.08,2.26,4.88,3.38,3.38,5.97,3.85,5.32,4.17,2.49,4.43,5.05,5.6,2.63,4.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,2,3,1,2,2,3,2,4,6,3,4,4,5,5,4,5,6,5,6,6,3.25,1.5,1,1.5,1.5,2,3.25,3.5,2.1875,38,3,Female,2,Caucasian,12,2,No., , ,0,3,1,3,3,1,1,1,3,2,1,7.66,3.75,4.91,1.96,2.4,2.89,4.67,7.67,2.26,3.23,2.08,2.26,4.88,3.38,3.38,5.97,3.85,5.32,4.17,2.49,4.43,5.05,5.6,2.63,4.29,3.89666666666667,3.89666666666667,5,5,5,5,5,2,5,4,5,5,5,3,6,4,3,6,5,5,5,5,6,6,6,5,5,4,5,6,6,6,4.5,4.5,4.83333333333333,5.5,5.33333333333333,2,2,3,3,3,Moderate,Moderate,High,High,High
837,Chrome,Macintosh,1280x800,2,541,2,4,2.26,7.4,2.72,10.1,10.84,2,1.68,1.45,1.99,1.47,2.07,1.24,1.34,1.35,2.21,1.81,3.65,2.2,5.8,1.8,3.62,3.23,1.69,2.47,5.86,2.41,2.28,6.13,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,4,5,5,5,5,5,5,5,5,5,4,5,5,3,2,3,5,2,4,3,4,3,3,2,3,2,1,1,1,1,1,1,1,1,2,3,1,1,2,5,3,2,3,2,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,1,3,5,3,5,2,3,3,3,1,1,1,3,4,3,4,2,1,5,2,3,1,4,3,5,2,6,2,4,6,6,5,5,6,2.75,3.25,1,2.5,3.5,2,1.5,1.75,2.28125,20,1,Female,2,White,12,2, , , ,0,2,3,3,2,3,1,3,1,3,1,10.1,10.84,2,1.68,1.45,1.99,1.47,2.07,1.24,1.34,1.35,2.21,1.81,3.65,2.2,5.8,1.8,3.62,3.23,1.69,2.47,5.86,2.41,2.28,6.13,2.94125,2.94125,3,3,4,6,5,3,2,3,6,6,3,2,3,4,3,6,5,5,6,3,6,6,6,6,6,6,6,5,5,4,4,3.66666666666667,4.33333333333333,5.5,5.33333333333333,2,1,3,3,3,Moderate,Low,High,High,High
1026,Safari,Macintosh,1440x900,2,582,2,4,2.81,4.02,.92,10.88,1.96,3.56,1.81,2.02,2.73,2.8,3.28,1.88,0,1.16,5.88,3.07,2.37,13.96,2.86,18.2,1.75,2.81,2.27,1.88,1.86,3.61,5.24,11.17,2,1,1,3,1,1,1,1,1,3,3,1, ,1,3,1,1,1,3,1,3,3,1,1,3,2,3,3,2,5,3,2,3,5,3,5,2,4,3,2,2,3,2,2,2,2,2,3,2,3, ,3,3,2,5,3, ,1,5, ,5, ,3,2,3,1,3,2, ,2,2,1,3,2, ,2,3,3,3,5,3,2,3,5,3,5,3,4,4,3,2,3,3,3,3,3,3,3,3,3,1,4,5,3,2,6,4,2,5,5,2,5,3,6,3,4,1,6,2,6,4,3,1,1,2.75,1.75,2.5,3,3.5,1.75,2.25,2.75,2.53125,21,2,Female,2,Caucasion,12,2, ,2, ,1,2,3,2,3,1,3,3,2,3,1,10.88,1.96,3.56,1.81,2.02,2.73,2.8,3.28,1.88,0,1.16,5.88,3.07,2.37,13.96,2.86,18.2,1.75,2.81,2.27,1.88,1.86,3.61,5.24,11.17,4.08875,4.08875,5,4,5,6,6,6,4,5,4,6,6,4,4,5,4,6,6,6,5,4,5,6,5,6,4,5,5,6,6,6,5.33333333333333,4.83333333333333,5.16666666666667,5.16666666666667,5.33333333333333,3,2,3,3,3,High,Moderate,High,High,High
763,Chrome,Windows NT 10.0,1920x1080,1,28,1,1,7.48,4.35,3.73,8.8,1.72,2.12,2.14,2.77,3.25,7.73,2.21,2.15,5.92,9.47,4.63,3.8,3.04,3.81,6.25,10.62,5.24,5.26,2.43,4.17,3.23,1.81,2.67,2.83,1,1,1,1,1,3,3,1,1,1,3,1,3,1,3,3,1,3,3,3,3,3,3,3,3,4,4,4,4,1,4,3,3,3,4,4,3,2,3,1,2,4,2,1,1,3,1,2,3,1,4,3,3,3,1,3,3,3,3,1,3,3,4,3,3,3,2,3,5,3,4,4,3,3,3,6,4,4,4,4,4,4,4,5,5,4,4,2,4,3,3,4,4,5,3,4,4,4,4,4,1,1,6,2,3,2,2,1,3,4,1,3,5,2,4,4,5,6,4,3,6,5,6,5,2,1.75,1.5,1.25,2.75,1,2.25,2,1.8125,32,3,female,2,African American,2,1, , , ,0,1,1,1,2,1,2,3,2,2,1,8.8,1.72,2.12,2.14,2.77,3.25,7.73,2.21,2.15,5.92,9.47,4.63,3.8,3.04,3.81,6.25,10.62,5.24,5.26,2.43,4.17,3.23,1.81,2.67,2.83,4.13625,4.13625,4,5,5,5,6,6,4,5,5,5,5,2,4,5,4,4,4,5,5,5,5,5,5,5,4,6,6,5,5,6,5.16666666666667,4.33333333333333,4.33333333333333,5,5.33333333333333,2,2,3,3,3,Moderate,Moderate,High,High,High
871,Firefox,Windows NT 10.0,1920x1080,1,156,2,2,8.57,6.99,7.08,3.82,4.7,3.43,2.46,3.33,2.56,1.99,5.8,5.55,8.39,2.96,3.41,3.02,1.66,1.58,1.93,2.72,4.72,16.96,2.72,8.13,6.41,1.44,1.46,13.17,1,1,1,1,3,1,1,1,3,1,1,3,3,3,3,1,3,3,3,3,1,1,3,3,3,5,5,5,5,4,4,3,4,3,2,3,5,4,3,3,4,4,3,5,3,3,5,5,3,3,1,1,1,4,3,3,4,3,4,5,4,1,2,3,4,3,3,2,2, ,4,2,3,4,2,5,5,5,3,4,4,3,4,4,3,3,5,4,3,4,4,4,4,5,4,4,5,5,4,5,1, ,2, , ,3,2,3,4,1,5,4, ,1,6,2, ,5,3,6, ,4,5,6,3,1,1,1.25,2,1.5,1.75,2,1.6875,32,3,Male,1,White,12,2,No,6, ,1,2,1,2,2,1,1,2,2,1,1,3.82,4.7,3.43,2.46,3.33,2.56,1.99,5.8,5.55,8.39,2.96,3.41,3.02,1.66,1.58,1.93,2.72,4.72,16.96,2.72,8.13,6.41,1.44,1.46,13.17,4.60416666666667,4.60416666666667,4,4,5,5,2,1,2,5,3,4,5,4,3,4,3,4,4,5,4,4,4,6,5,4,5,4,6,6,5,6,3.5,3.83333333333333,3.83333333333333,4.5,5.33333333333333,1,2,2,2,3,Low,Moderate,Moderate,Moderate,High
575,Chrome,Windows NT 10.0,1920x1080,1,34,1,1,11.27,3.89,3.34,1.98,1.78,1.7,1.92,1.53,5.39,5.44,4.13,2.83,1.9,1.78,3.27,2.87,1.21,2.33,4.33,1.43,1.78,1.61,2.67,1.09,1.58,2.04,1.43,5.92,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,3,3,3,3,3,3,3,7,3,5,5,4,3,3,2,3,3,3,2,5,2,3,2,1,1,1,1,3,1,1,1,1,1,3,1,1,3,3,3,4,3,3,3,4,1,4,3,4,5,5,5,5,3,5,5,5,5,7,3,5,5,3,3,3,3,3,3,3,3,5,5,3,3,5,5,5,5,3,5,5,5,4,1,1,5,3,2,3,1,2,2,3,2,1,4,4,4,4,6,5,5,5,6,3,6,6,1.5,1,1,1,1,1,1,1,1.0625,27,2,Male,1,Caucasian-American,12,2,This was a very interesting survey., , ,0,1,1,1,1,1,1,1,1,1,1,1.98,1.78,1.7,1.92,1.53,5.39,5.44,4.13,2.83,1.9,1.78,3.27,2.87,1.21,2.33,4.33,1.43,1.78,1.61,2.67,1.09,1.58,2.04,1.43,5.92,2.58166666666667,2.58166666666667,4,6,6,6,6,6,6,6,6,6,5,6,2,4,2,2,3,1,5,3,6,5,4,4,6,6,5,6,6,3,5.66666666666667,5.83333333333333,2.33333333333333,4.5,5.33333333333333,3,3,2,2,3,High,High,Moderate,Moderate,High
810,Chrome,Windows NT 6.1,1280x1024,2,734,1,3,2.19,2.82,96.66,15.28,6.8,2.71,2.29,1.28,1.89,1.83,1.17,1.59,1.53,2.24,1.36,12.34,1.5,1.73,2.08,1.62,2.33,2.15,2.66,3.36,1.53,1.3,3.01,1.56,3,3,1,1,1,1,1,1,1,1,3,3,1,3,3,1,3,1,3,1,3,3,3,3,3,2,2,2,4,2,2,1,3,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2, ,4,2,4,4,5,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,2,1,2,1,3,2,2,1,4,5,5,6,3,3,4,4,5,6,5,6,6,3,2,3,2,3,2,1.75,2,2.34375,21,2,Female,2,white,12,2,I accidentally clicked the button next to the first reading carefully answer and it wouldn't let me uncheck it,6, ,.5,2,2,3,2,2,3,3,2,3,1,15.28,6.8,2.71,2.29,1.28,1.89,1.83,1.17,1.59,1.53,2.24,1.36,12.34,1.5,1.73,2.08,1.62,2.33,2.15,2.66,3.36,1.53,1.3,3.01,1.56,2.5775,2.5775,5,5,5,6,6,6,5,5,3,5,5,5,5,5,5,6,5,6,5,3,5,6,1,6,5,5,6,5,5,6,5.5,4.66666666666667,5.33333333333333,4.33333333333333,5.33333333333333,3,2,3,2,3,High,Moderate,High,Moderate,High
1015,Firefox,Windows NT 10.0,1366x768,2,509,1,3,3.01,5.9,5.93,3.08,1.86,3,2.63,2.58,3.89,2.05,13.24,2.83,1.61,23.97,3.8,2.77,5.25,5.14,2.71,5.14,2.62,2.74,14.41,2.41,1.72,4.88,2.23,2.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,3,3,3,3,7,5,5,5,5,3,4,4,5,5,3,5,4,4,3,3,4,4,4,3,5,4,5,4,5,1,1,1,1,1,3,2,2,1,1,3,1,2,2,3,3,2,2,2,3,1,2,1,2,1,7,5,5,5,5,3,4,4,5,5,3,5,4,4,3,3,3,4,4,3,5,3,5,4,5,1,1,3,2,4,3,2,3,1,2,4,1,4,5,4,2,5,6,3,6,6,5,5,6,3,2,1,1.75,2.75,1.25,2,1.5,1.90625,19,1,female,2,white/caucasian,12,2,N/A, , ,0,2,2,1,2,2,1,3,2,2,1,3.08,1.86,3,2.63,2.58,3.89,2.05,13.24,2.83,1.61,23.97,3.8,2.77,5.25,5.14,2.71,5.14,2.62,2.74,14.41,2.41,1.72,4.88,2.23,2.19,4.81958333333333,4.81958333333333,4,3,5,5,6,5,5,4,5,6,5,4,3,4,5,4,6,3,4,3,5,5,2,5,6,6,6,5,4,5,4.66666666666667,4.83333333333333,4.16666666666667,4,5.33333333333333,2,2,2,2,3,Moderate,Moderate,Moderate,Moderate,High
1109,Chrome,Windows NT 10.0,1920x1080,1,247,2,2,20.68,15.33,4.21,4.73,1.72,1.69,3.36,11.89,62.58,2.23,12.8,22.67,2.47,10.33,11.96,3.51,5.74,10.76,2.44,14.17,9.02,2.39,12.91,3.49,8.16,2.86,3.38,15.52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,1,1,3,1,3,2,2,3,2,4,5,3,4,5,4,5,2,6,6,5,4,6,6,3,2,1.75,1.5,2.25,1.5,2.5,2.25,2.09375,31,3,Male,1,"mixed white, asian",9,1,No comments, , ,0,2,1,2,3,2,2,2,3,2,1,4.73,1.72,1.69,3.36,11.89,33.48,2.23,12.8,22.67,2.47,10.33,11.96,3.51,5.74,10.76,2.44,14.17,9.02,2.39,12.91,3.49,8.16,2.86,3.38,15.52,9.91875,8.70625,5,4,6,6,6,1,3,4,5,4,6,5,4,3,5,4,4,3,4,3,5,4,4,2,4,4,6,6,6,6,4.66666666666667,4.5,3.83333333333333,3.66666666666667,5.33333333333333,2,2,2,2,3,Moderate,Moderate,Moderate,Moderate,High
1264,Chrome,Windows NT 6.1,1280x800,1,122,2,2,25.1,7.66,4.7,12.99,2.59,2.09,2.71,22.14,4.41,6.55,3.74,32.29,9.05,2.58,5.08,6.95,50.93,2.64,9.88,36.11,3.79,19.03,2.46,4.5,42.29,2.94,6.04,3.21,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,5,5,5,5,4,3,5,4,5,5,3,5,4,4,4,4,4,4,4,3,3,4,2,4,1,1,1,1,1,2,3,2, ,2,1,3,3,2,2,3,2,2,3,2,3,3,3,3,3,4,5,5,5,5,4,3,4,4,5,5,3,4,4,4,4,4,4,4,4,3,2,3,2,3,1,1,2,1,2,3,1,3,4,5,2,2,3,3,4,4,5,4,6,6,5,5,6,6,2.5,1.75,1.25,2,3,1.75,1.5,1.5,1.90625,39,3,female,2,Multiracial,9,1,no, , ,0,2,2,2,2,1,1,3,1,2,1,12.99,2.59,2.09,2.71,22.14,4.41,6.55,3.74,32.29,9.05,2.58,5.08,6.95,33.48,2.64,9.88,33.48,3.79,19.03,2.46,4.5,33.48,2.94,6.04,3.21,11.8333333333333,10.6295833333333,5,5,5,5,4,4,5,5,5,5,5,1,6,6,6,3,5,4,6,6,6,6,6, ,6,5,6,4,4,6,4.66666666666667,4.33333333333333,5,6,5.16666666666667,2,2,3,3,3,Moderate,Moderate,High,High,High
1085,Chrome,Macintosh,1280x800,2,760,2,4,5.41,6.42,5.97,13.88,3.38,3.03,2.59,1.83,8.59,1.35,3.49,1.28,3.09,1.14,3.25,2.97,3.77,2.62,15.87,9.37,3.2,2.15,2.1,1.5,8.57,6.66,2.41,2.2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,3,3,3,3,4,3,3,4,2,3,3,3,3,3,3,2,3,3,3,3,3,4,3,4,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,6,5,3,2,4,3,6,3,2,6,3,1,5,5,2,6,1,4,5,4,4,2,1,1,3.25,1.25,1,2,1.75,1.25,3,2.25,1.96875,24,2,Male,1,White,12,2,No, , ,0,3,2,1,3,1,1,1,3,2,1,13.88,3.38,3.03,2.59,1.83,8.59,1.35,3.49,1.28,3.09,1.14,3.25,2.97,3.77,2.62,15.87,9.37,3.2,2.15,2.1,1.5,8.57,6.66,2.41,2.2,4.01708333333333,4.01708333333333,6,6,6,6,6,6,6,5,6,6,6,5,6,6,5,6,6,6,5,5,6,6,6,6,6,5,4,6,6,4,6,5.66666666666667,5.83333333333333,5.66666666666667,5.16666666666667,3,3,3,3,3,High,High,High,High,High
